Date,Source_currency,Target_currency,Exchange_rate
2022-01-02,USD,BAM,1.728131
2022-01-02,USD,BBD,2.019509
2022-01-02,USD,BDT,85.737435
2022-01-02,USD,BGN,1.718309
2022-01-02,USD,BHD,0.376957
2022-01-02,USD,BIF,2003.5
2022-01-02,USD,BMD,1.0
2022-01-02,USD,BND,1.350133
2022-01-02,USD,BOB,6.896579
2022-01-02,USD,BRL,5.571299
2022-01-02,USD,BSD,1.000212
2022-01-02,USD,BTC,2.1121166e-05
2022-01-02,USD,BTN,74.371424
2022-01-02,USD,BWP,11.760179
2022-01-02,USD,BYN,2.557521
2022-01-02,USD,BYR,19600.0
2022-01-02,USD,BZD,2.016152
2022-01-02,USD,CAD,1.265635
2022-01-02,USD,CDF,2002.483762
2022-01-02,USD,CHF,0.91208
2022-01-02,USD,CLF,0.030877
2022-01-02,USD,CLP,851.999866
2022-01-02,USD,CNY,6.355903
2022-01-02,USD,COP,4065.33
2022-01-02,USD,CRC,642.088429
2022-01-02,USD,CUC,1.0
2022-01-02,USD,CUP,26.5
2022-01-02,USD,CVE,97.24984
2022-01-02,USD,CZK,21.881802
2022-01-02,USD,DJF,177.720515
2022-01-02,USD,DKK,6.53915
2022-01-02,USD,DOP,57.375008
2022-01-02,USD,DZD,138.805629
2022-01-02,USD,EGP,15.705895
2022-01-02,USD,ERN,15.000078
2022-01-02,USD,ETB,49.150162
2022-01-02,USD,FJD,2.124502
2022-01-02,USD,FKP,0.754379
2022-01-02,USD,GEL,3.094986
2022-01-02,USD,GGP,0.754379
2022-01-02,USD,GHS,6.150102
2022-01-02,USD,GIP,0.754379
2022-01-02,USD,GMD,52.750611
2022-01-02,USD,GNF,9324.999722
2022-01-02,USD,GTQ,7.719039
2022-01-02,USD,GYD,209.160953
2022-01-02,USD,HKD,7.79615
2022-01-02,USD,HNL,24.399173
2022-01-02,USD,HRK,6.609678
2022-01-02,USD,HTG,100.291581
2022-01-02,USD,HUF,324.680016
2022-01-02,USD,IDR,14242.0
2022-01-02,USD,ILS,3.11049
2022-01-02,USD,IMP,0.754379
2022-01-02,USD,INR,74.51405
2022-01-02,USD,IQD,1460.0
2022-01-02,USD,IRR,42275.000133
2022-01-02,USD,ISK,129.790369
2022-01-02,USD,JEP,0.754379
2022-01-02,USD,JMD,153.99643
2022-01-02,USD,JOD,0.7092
2022-01-02,USD,JPY,115.140497
2022-01-02,USD,KES,113.150182
2022-01-02,USD,KGS,84.80203
2022-01-02,USD,KHR,4069.999745
2022-01-02,USD,KMF,434.874986
2022-01-02,USD,KPW,899.999923
2022-01-02,USD,KRW,1188.880178
2022-01-02,USD,KWD,0.30252
2022-01-02,USD,KYD,0.833481
2022-01-02,USD,KZT,435.092246
2022-01-02,USD,LAK,11185.000096
2022-01-02,USD,LBP,1513.000081
2022-01-02,USD,LKR,202.921633
2022-01-02,USD,LRD,145.125004
2022-01-02,USD,LSL,15.949956
2022-01-02,USD,LTL,2.95274
2022-01-02,USD,LVL,0.60489
2022-01-02,USD,LYD,4.602706
2022-01-02,USD,MAD,9.280168
2022-01-02,USD,MDL,17.799092
2022-01-02,USD,MGA,3965.000535
2022-01-02,USD,MKD,54.454264
2022-01-02,USD,MMK,1778.408719
2022-01-02,USD,MNT,2858.384653
2022-01-02,USD,MOP,8.034231
2022-01-02,USD,MRO,356.999828
2022-01-02,USD,MUR,43.597186
2022-01-02,USD,MVR,15.401968
2022-01-02,USD,MWK,813.999862
2022-01-02,USD,MXN,20.490602
2022-01-02,USD,MYR,4.176497
2022-01-02,USD,MZN,63.829566
2022-01-02,USD,NAD,15.950184
2022-01-02,USD,NGN,411.950333
2022-01-02,USD,NIO,35.397745
2022-01-02,USD,NOK,8.796395
2022-01-02,USD,NPR,118.99393
2022-01-02,USD,NZD,1.462025
2022-01-02,USD,OMR,0.384996
2022-01-02,USD,PAB,1.000212
2022-01-02,USD,PEN,3.989502
2022-01-02,USD,PGK,3.52496
2022-01-02,USD,PHP,51.000173
2022-01-02,USD,PKR,178.249677
2022-01-02,USD,PLN,4.036253
2022-01-02,USD,PYG,6881.527559
2022-01-02,USD,QAR,3.640996
2022-01-02,USD,RON,4.35141
2022-01-02,USD,RSD,103.385224
2022-01-02,USD,RUB,75.015018
2022-01-02,USD,RWF,1015.0
2022-01-02,USD,SAR,3.755501
2022-01-02,USD,SBD,8.093922
2022-01-02,USD,SCR,13.60686
2022-01-02,USD,SDG,437.498816
2022-01-02,USD,SEK,9.04637
2022-01-02,USD,SGD,1.34841
2022-01-02,USD,SHP,1.377402
2022-01-02,USD,SLL,11254.999786
2022-01-02,USD,SOS,583.999976
2022-01-02,USD,SRD,20.808013
2022-01-02,USD,STD,20697.981008
2022-01-02,USD,SVC,8.751856
2022-01-02,USD,SYP,2512.492783
2022-01-02,USD,SZL,15.950407
2022-01-02,USD,THB,33.250109
2022-01-02,USD,TJS,11.301778
2022-01-02,USD,TMT,3.51
2022-01-02,USD,TND,2.875794
2022-01-02,USD,TOP,2.274598
2022-01-02,USD,TRY,13.452985
2022-01-02,USD,TTD,6.793755
2022-01-02,USD,TWD,27.717101
2022-01-02,USD,TZS,2306.00027
2022-01-02,USD,UAH,27.288029
2022-01-02,USD,UGX,3545.716406
2022-01-02,USD,UYU,44.625879
2022-01-02,USD,UZS,10819.999537
2022-01-02,USD,VEF,213830222338.07285
2022-01-02,USD,VND,22855.0
2022-01-02,USD,VUV,113.252653
2022-01-02,USD,WST,2.600171
2022-01-02,USD,XAF,579.600438
2022-01-02,USD,XAG,0.042933
2022-01-02,USD,XAU,0.000547
2022-01-02,USD,XCD,2.70255
2022-01-02,USD,XDR,0.714652
2022-01-02,USD,XOF,579.499504
2022-01-02,USD,XPF,105.850128
2022-01-02,USD,YER,250.249584
2022-01-02,USD,ZAR,15.964896
2022-01-02,USD,ZMK,9001.202654
2022-01-02,USD,ZMW,16.663427
2022-01-02,USD,ZWL,321.999592
2022-01-03,USD,GBP,0.741725
2022-01-03,USD,EUR,0.88497
2022-01-03,USD,AED,3.673103
2022-01-03,USD,AFN,103.750299
2022-01-03,USD,ALL,106.24988
2022-01-03,USD,AMD,481.590005
2022-01-03,USD,ANG,1.802973
2022-01-03,USD,AOA,554.203977
2022-01-03,USD,ARS,102.958502
2022-01-03,USD,AUD,1.389502
2022-01-03,USD,AWG,1.8005
2022-01-03,USD,AZN,1.701522
2022-01-03,USD,BAM,1.722971
2022-01-03,USD,BBD,2.019866
2022-01-03,USD,BDT,85.826367
2022-01-03,USD,BGN,1.731348
2022-01-03,USD,BHD,0.376993
2022-01-03,USD,BIF,2005.0
2022-01-03,USD,BMD,1.0
2022-01-03,USD,BND,1.350512
2022-01-03,USD,BOB,6.907697
2022-01-03,USD,BRL,5.682401
2022-01-03,USD,BSD,1.000418
2022-01-03,USD,BTC,2.1537643e-05
2022-01-03,USD,BTN,74.351143
2022-01-03,USD,BWP,11.762846
2022-01-03,USD,BYN,2.5579
2022-01-03,USD,BYR,19600.0
2022-01-03,USD,BZD,2.016474
2022-01-03,USD,CAD,1.275125
2022-01-03,USD,CDF,2003.499117
2022-01-03,USD,CHF,0.91853
2022-01-03,USD,CLF,0.03087
2022-01-03,USD,CLP,851.793572
2022-01-03,USD,CNY,6.356098
2022-01-03,USD,COP,4064.83
2022-01-03,USD,CRC,642.197066
2022-01-03,USD,CUC,1.0
2022-01-03,USD,CUP,26.5
2022-01-03,USD,CVE,97.875023
2022-01-03,USD,CZK,21.960094
2022-01-03,USD,DJF,177.720284
2022-01-03,USD,DKK,6.582012
2022-01-03,USD,DOP,57.324988
2022-01-03,USD,DZD,139.146714
2022-01-03,USD,EGP,15.743602
2022-01-03,USD,ERN,15.000078
2022-01-03,USD,ETB,49.249652
2022-01-03,USD,FJD,2.128199
2022-01-03,USD,FKP,0.754379
2022-01-03,USD,GEL,3.090254
2022-01-03,USD,GGP,0.754379
2022-01-03,USD,GHS,6.149467
2022-01-03,USD,GIP,0.754379
2022-01-03,USD,GMD,52.950094
2022-01-03,USD,GNF,9337.499584
2022-01-03,USD,GTQ,7.720471
2022-01-03,USD,GYD,209.298535
2022-01-03,USD,HKD,7.79785
2022-01-03,USD,HNL,24.44986
2022-01-03,USD,HRK,6.655303
2022-01-03,USD,HTG,99.99075
2022-01-03,USD,HUF,324.885025
2022-01-03,USD,IDR,14310.0
2022-01-03,USD,ILS,3.11119
2022-01-03,USD,IMP,0.754379
2022-01-03,USD,INR,74.40275
2022-01-03,USD,IQD,1460.0
2022-01-03,USD,IRR,42249.999974
2022-01-03,USD,ISK,130.639643
2022-01-03,USD,JEP,0.754379
2022-01-03,USD,JMD,153.979518
2022-01-03,USD,JOD,0.709015
2022-01-03,USD,JPY,115.338972
2022-01-03,USD,KES,113.149742
2022-01-03,USD,KGS,84.804108
2022-01-03,USD,KHR,4074.999622
2022-01-03,USD,KMF,436.250024
2022-01-03,USD,KPW,899.999923
2022-01-03,USD,KRW,1195.69052
2022-01-03,USD,KWD,0.30252
2022-01-03,USD,KYD,0.833653
2022-01-03,USD,KZT,435.158349
2022-01-03,USD,LAK,11205.000346
2022-01-03,USD,LBP,1510.82002
2022-01-03,USD,LKR,202.953684
2022-01-03,USD,LRD,145.749962
2022-01-03,USD,LSL,15.830306
2022-01-03,USD,LTL,2.95274
2022-01-03,USD,LVL,0.60489
2022-01-03,USD,LYD,4.6159
2022-01-03,USD,MAD,9.272499
2022-01-03,USD,MDL,17.776505
2022-01-03,USD,MGA,3964.999833
2022-01-03,USD,MKD,54.559136
2022-01-03,USD,MMK,1778.689395
2022-01-03,USD,MNT,2858.384653
2022-01-03,USD,MOP,8.034797
2022-01-03,USD,MRO,356.999828
2022-01-03,USD,MUR,43.590315
2022-01-03,USD,MVR,15.449721
2022-01-03,USD,MWK,815.000164
2022-01-03,USD,MXN,20.497702
2022-01-03,USD,MYR,4.172503
2022-01-03,USD,MZN,63.830068
2022-01-03,USD,NAD,15.839826
2022-01-03,USD,NGN,412.739897
2022-01-03,USD,NIO,35.374989
2022-01-03,USD,NOK,8.873075
2022-01-03,USD,NPR,118.964872
2022-01-03,USD,NZD,1.473069
2022-01-03,USD,OMR,0.384995
2022-01-03,USD,PAB,1.000418
2022-01-03,USD,PEN,3.965031
2022-01-03,USD,PGK,3.529551
2022-01-03,USD,PHP,51.442501
2022-01-03,USD,PKR,176.529764
2022-01-03,USD,PLN,4.04992
2022-01-03,USD,PYG,6874.397093
2022-01-03,USD,QAR,3.640991
2022-01-03,USD,RON,4.379297
2022-01-03,USD,RSD,103.549715
2022-01-03,USD,RUB,74.407798
2022-01-03,USD,RWF,1016.0
2022-01-03,USD,SAR,3.754432
2022-01-03,USD,SBD,8.087376
2022-01-03,USD,SCR,14.75729
2022-01-03,USD,SDG,437.496986
2022-01-03,USD,SEK,9.108298
2022-01-03,USD,SGD,1.353197
2022-01-03,USD,SHP,1.377397
2022-01-03,USD,SLL,11249.999697
2022-01-03,USD,SOS,583.999843
2022-01-03,USD,SRD,21.11497
2022-01-03,USD,STD,20697.981008
2022-01-03,USD,SVC,8.753909
2022-01-03,USD,SYP,2512.492783
2022-01-03,USD,SZL,15.840256
2022-01-03,USD,THB,33.275502
2022-01-03,USD,TJS,11.303616
2022-01-03,USD,TMT,3.5
2022-01-03,USD,TND,2.884983
2022-01-03,USD,TOP,2.273603
2022-01-03,USD,TRY,13.077899
2022-01-03,USD,TTD,6.801894
2022-01-03,USD,TWD,27.592996
2022-01-03,USD,TZS,2300.000247
2022-01-03,USD,UAH,27.292516
2022-01-03,USD,UGX,3546.315465
2022-01-03,USD,UYU,44.732518
2022-01-03,USD,UZS,10837.496973
2022-01-03,USD,VEF,213830222338.07285
2022-01-03,USD,VND,22855.0
2022-01-03,USD,VUV,113.252653
2022-01-03,USD,WST,2.600171
2022-01-03,USD,XAF,577.859314
2022-01-03,USD,XAG,0.043633
2022-01-03,USD,XAU,0.000554
2022-01-03,USD,XCD,2.70255
2022-01-03,USD,XDR,0.714795
2022-01-03,USD,XOF,578.495079
2022-01-03,USD,XPF,106.250557
2022-01-03,USD,YER,250.250269
2022-01-03,USD,ZAR,15.874497
2022-01-03,USD,ZMK,9001.202677
2022-01-03,USD,ZMW,16.674184
2022-01-03,USD,ZWL,321.999592
2022-01-04,USD,GBP,0.739055
2022-01-04,USD,EUR,0.886255
2022-01-04,USD,AED,3.673096
2022-01-04,USD,AFN,104.899369
2022-01-04,USD,ALL,105.87495
2022-01-04,USD,AMD,482.30163
2022-01-04,USD,ANG,1.8015
2022-01-04,USD,AOA,553.427992
2022-01-04,USD,ARS,103.1041
2022-01-04,USD,AUD,1.381105
2022-01-04,USD,AWG,1.8
2022-01-04,USD,AZN,1.698131
2022-01-04,USD,BAM,1.7338
2022-01-04,USD,BBD,2.018332
2022-01-04,USD,BDT,85.76113
2022-01-04,USD,BGN,1.733109
2022-01-04,USD,BHD,0.377011
2022-01-04,USD,BIF,2005.0
2022-01-04,USD,BMD,1.0
2022-01-04,USD,BND,1.357086
2022-01-04,USD,BOB,6.892275
2022-01-04,USD,BRL,5.677595
2022-01-04,USD,BSD,0.999592
2022-01-04,USD,BTC,2.1802058e-05
2022-01-04,USD,BTN,74.411255
2022-01-04,USD,BWP,11.746804
2022-01-04,USD,BYN,2.578941
2022-01-04,USD,BYR,19600.0
2022-01-04,USD,BZD,2.014875
2022-01-04,USD,CAD,1.27043
2022-01-04,USD,CDF,2004.999924
2022-01-04,USD,CHF,0.91623
2022-01-04,USD,CLF,0.030712
2022-01-04,USD,CLP,847.429933
2022-01-04,USD,CNY,6.355303
2022-01-04,USD,COP,4080.3
2022-01-04,USD,CRC,641.703455
2022-01-04,USD,CUC,1.0
2022-01-04,USD,CUP,26.5
2022-01-04,USD,CVE,98.150351
2022-01-04,USD,CZK,21.878055
2022-01-04,USD,DJF,177.719763
2022-01-04,USD,DKK,6.592196
2022-01-04,USD,DOP,57.40004
2022-01-04,USD,DZD,139.240994
2022-01-04,USD,EGP,15.730698
2022-01-04,USD,ERN,15.000078
2022-01-04,USD,ETB,49.349833
2022-01-04,USD,FJD,2.122297
2022-01-04,USD,FKP,0.754379
2022-01-04,USD,GEL,3.095025
2022-01-04,USD,GGP,0.754379
2022-01-04,USD,GHS,6.185029
2022-01-04,USD,GIP,0.754379
2022-01-04,USD,GMD,52.749719
2022-01-04,USD,GNF,9125.000067
2022-01-04,USD,GTQ,7.714483
2022-01-04,USD,GYD,209.040299
2022-01-04,USD,HKD,7.79385
2022-01-04,USD,HNL,24.469581
2022-01-04,USD,HRK,6.6615
2022-01-04,USD,HTG,98.754499
2022-01-04,USD,HUF,321.555022
2022-01-04,USD,IDR,14346.45
2022-01-04,USD,ILS,3.08582
2022-01-04,USD,IMP,0.754379
2022-01-04,USD,INR,74.53515
2022-01-04,USD,IQD,1460.0
2022-01-04,USD,IRR,42275.000224
2022-01-04,USD,ISK,130.81968
2022-01-04,USD,JEP,0.754379
2022-01-04,USD,JMD,154.242555
2022-01-04,USD,JOD,0.708968
2022-01-04,USD,JPY,116.162958
2022-01-04,USD,KES,113.130057
2022-01-04,USD,KGS,84.800839
2022-01-04,USD,KHR,4075.00009
2022-01-04,USD,KMF,436.050271
2022-01-04,USD,KPW,899.999923
2022-01-04,USD,KRW,1197.501272
2022-01-04,USD,KWD,0.30277
2022-01-04,USD,KYD,0.833023
2022-01-04,USD,KZT,434.814598
2022-01-04,USD,LAK,11224.999942
2022-01-04,USD,LBP,1515.064257
2022-01-04,USD,LKR,202.79947
2022-01-04,USD,LRD,146.125023
2022-01-04,USD,LSL,16.009706
2022-01-04,USD,LTL,2.95274
2022-01-04,USD,LVL,0.60489
2022-01-04,USD,LYD,4.587821
2022-01-04,USD,MAD,9.277501
2022-01-04,USD,MDL,17.84515
2022-01-04,USD,MGA,3959.99985
2022-01-04,USD,MKD,54.59056
2022-01-04,USD,MMK,1777.314569
2022-01-04,USD,MNT,2858.384653
2022-01-04,USD,MOP,8.025513
2022-01-04,USD,MRO,356.999828
2022-01-04,USD,MUR,43.099912
2022-01-04,USD,MVR,15.450166
2022-01-04,USD,MWK,813.999793
2022-01-04,USD,MXN,20.5366
2022-01-04,USD,MYR,4.185984
2022-01-04,USD,MZN,63.830189
2022-01-04,USD,NAD,16.009623
2022-01-04,USD,NGN,412.739603
2022-01-04,USD,NIO,35.390139
2022-01-04,USD,NOK,8.8637
2022-01-04,USD,NPR,119.058363
2022-01-04,USD,NZD,1.467765
2022-01-04,USD,OMR,0.385022
2022-01-04,USD,PAB,0.999592
2022-01-04,USD,PEN,3.957502
2022-01-04,USD,PGK,3.525003
2022-01-04,USD,PHP,51.580077
2022-01-04,USD,PKR,176.701236
2022-01-04,USD,PLN,4.04535
2022-01-04,USD,PYG,6876.407283
2022-01-04,USD,QAR,3.640976
2022-01-04,USD,RON,4.384598
2022-01-04,USD,RSD,104.190345
2022-01-04,USD,RUB,75.298005
2022-01-04,USD,RWF,1012.5
2022-01-04,USD,SAR,3.755605
2022-01-04,USD,SBD,8.080841
2022-01-04,USD,SCR,13.712007
2022-01-04,USD,SDG,437.502481
2022-01-04,USD,SEK,9.099101
2022-01-04,USD,SGD,1.35575
2022-01-04,USD,SHP,1.377405
2022-01-04,USD,SLL,11260.000354
2022-01-04,USD,SOS,584.000192
2022-01-04,USD,SRD,21.307989
2022-01-04,USD,STD,20697.981008
2022-01-04,USD,SVC,8.746875
2022-01-04,USD,SYP,2512.492783
2022-01-04,USD,SZL,16.010042
2022-01-04,USD,THB,33.249499
2022-01-04,USD,TJS,11.290234
2022-01-04,USD,TMT,3.51
2022-01-04,USD,TND,2.883498
2022-01-04,USD,TOP,2.279302
2022-01-04,USD,TRY,13.417498
2022-01-04,USD,TTD,6.791571
2022-01-04,USD,TWD,27.530501
2022-01-04,USD,TZS,2300.000357
2022-01-04,USD,UAH,27.282148
2022-01-04,USD,UGX,3541.566938
2022-01-04,USD,UYU,44.68833
2022-01-04,USD,UZS,10820.000215
2022-01-04,USD,VEF,213830222338.07285
2022-01-04,USD,VND,22754.5
2022-01-04,USD,VUV,113.252653
2022-01-04,USD,WST,2.600171
2022-01-04,USD,XAF,581.501542
2022-01-04,USD,XAG,0.043369
2022-01-04,USD,XAU,0.000551
2022-01-04,USD,XCD,2.70255
2022-01-04,USD,XDR,0.713539
2022-01-04,USD,XOF,580.492727
2022-01-04,USD,XPF,106.125034
2022-01-04,USD,YER,250.249886
2022-01-04,USD,ZAR,16.03776
2022-01-04,USD,ZMK,9001.20093
2022-01-04,USD,ZMW,16.718437
2022-01-04,USD,ZWL,321.999592
2022-01-05,USD,GBP,0.73765
2022-01-05,USD,EUR,0.883903
2022-01-05,USD,AED,3.673102
2022-01-05,USD,AFN,105.250158
2022-01-05,USD,ALL,106.90253
2022-01-05,USD,AMD,483.164239
2022-01-05,USD,ANG,1.802797
2022-01-05,USD,AOA,552.652983
2022-01-05,USD,ARS,103.102801
2022-01-05,USD,AUD,1.384754
2022-01-05,USD,AWG,1.8005
2022-01-05,USD,AZN,1.691373
2022-01-05,USD,BAM,1.728498
2022-01-05,USD,BBD,2.019645
2022-01-05,USD,BDT,85.801548
2022-01-05,USD,BGN,1.728904
2022-01-05,USD,BHD,0.377047
2022-01-05,USD,BIF,2006.5
2022-01-05,USD,BMD,1.0
2022-01-05,USD,BND,1.355562
2022-01-05,USD,BOB,6.906919
2022-01-05,USD,BRL,5.709171
2022-01-05,USD,BSD,1.000278
2022-01-05,USD,BTC,2.2996055e-05
2022-01-05,USD,BTN,74.3273
2022-01-05,USD,BWP,11.796021
2022-01-05,USD,BYN,2.585372
2022-01-05,USD,BYR,19600.0
2022-01-05,USD,BZD,2.016331
2022-01-05,USD,CAD,1.27595
2022-01-05,USD,CDF,2004.999491
2022-01-05,USD,CHF,0.91743
2022-01-05,USD,CLF,0.030389
2022-01-05,USD,CLP,838.519557
2022-01-05,USD,CNY,6.356014
2022-01-05,USD,COP,4028.67
2022-01-05,USD,CRC,642.146379
2022-01-05,USD,CUC,1.0
2022-01-05,USD,CUP,26.5
2022-01-05,USD,CVE,97.649676
2022-01-05,USD,CZK,21.775602
2022-01-05,USD,DJF,177.719735
2022-01-05,USD,DKK,6.5761
2022-01-05,USD,DOP,57.306315
2022-01-05,USD,DZD,139.090187
2022-01-05,USD,EGP,15.716009
2022-01-05,USD,ERN,15.000078
2022-01-05,USD,ETB,49.34997
2022-01-05,USD,FJD,2.125008
2022-01-05,USD,FKP,0.754379
2022-01-05,USD,GEL,3.095044
2022-01-05,USD,GGP,0.754379
2022-01-05,USD,GHS,6.174982
2022-01-05,USD,GIP,0.754379
2022-01-05,USD,GMD,52.799746
2022-01-05,USD,GNF,9099.999784
2022-01-05,USD,GTQ,7.72228
2022-01-05,USD,GYD,209.274684
2022-01-05,USD,HKD,7.79525
2022-01-05,USD,HNL,24.464964
2022-01-05,USD,HRK,6.647995
2022-01-05,USD,HTG,102.049365
2022-01-05,USD,HUF,320.308119
